F1-known,F1-open,F1,Acc,dataset,method,known_cls_ratio,labeled_ratio,seed
66.4136,20.2814,62.2198,49.47,stackoverflow,DOC,0.5,0.4,1
72.4043,69.0382,71.2823,66.43,snips,DeepUnk,0.25,0.6,0
68.2468,65.857,67.4502,63.86,snips,DeepUnk,0.25,0.8,0
81.9375,46.5278,81.3373,74.48,banking,MSP,0.75,0.4,4
70.2862,64.8575,68.4766,63.0,snips,DeepUnk,0.25,1.0,0
78.5749,49.3213,72.7242,67.71,snips,DeepUnk,0.5,0.2,0
65.5345,28.4444,62.1627,52.68,stackoverflow,DOC,0.5,0.6,1
79.3021,51.2472,73.6911,68.86,snips,DeepUnk,0.5,0.4,0
62.1897,72.5553,62.2814,69.84,oos,OpenMax,0.75,0.8,1
80.5492,57.2043,75.8802,71.43,snips,DeepUnk,0.5,0.6,0
82.5723,40.0371,81.8513,74.19,banking,MSP,0.75,0.6,4
79.9958,54.5055,74.8977,70.0,snips,DeepUnk,0.5,0.8,0
85.5837,73.9288,84.8553,81.87,stackoverflow,ADB,0.75,0.8,2
65.5714,22.844,61.6871,51.05,stackoverflow,DOC,0.5,0.8,1
78.8584,52.4444,73.5756,68.71,snips,DeepUnk,0.5,1.0,0
88.4139,59.8007,83.645,81.57,snips,DeepUnk,0.75,0.2,0
82.8401,39.2195,82.1007,74.64,banking,MSP,0.75,0.8,4
91.1979,70.7602,87.7916,85.57,snips,DeepUnk,0.75,0.4,0
88.47200000000002,61.3924,83.9588,81.71,snips,DeepUnk,0.75,0.6,0
65.9117,19.2024,61.6654,50.17,stackoverflow,DOC,0.5,1.0,1
85.74799999999998,74.1579,85.0236,82.03,stackoverflow,ADB,0.75,1.0,2
88.485,60.8414,83.8778,81.71,snips,DeepUnk,0.75,0.8,0
72.7396,76.7265,72.7749,76.16,oos,OpenMax,0.75,1.0,1
83.7713,41.7603,83.0592,75.45,banking,MSP,0.75,1.0,4
59.2395,73.5432,61.6234,66.03,stackoverflow,OpenMax,0.25,0.2,1
81.6376,89.5397,84.2717,85.71,snips,ADB,0.25,0.2,2
54.2693,67.3481,54.6046,59.84,oos,MSP,0.25,0.2,4
78.1355,27.967,74.9999,68.53,stackoverflow,DOC,0.75,0.2,1
57.4933,73.9283,60.2324,66.77,stackoverflow,OpenMax,0.25,0.4,1
85.7179,92.9577,88.1312,90.0,snips,ADB,0.25,0.4,2
56.069,68.9054,56.3982,61.6,oos,MSP,0.25,0.4,4
87.9422,59.3333,83.1741,81.43,snips,DeepUnk,0.75,1.0,0
85.9184,93.0653,88.3007,90.14,snips,ADB,0.25,0.6,2
47.6704,38.2222,47.198,39.48,banking,DeepUnk,0.25,0.2,1
53.5435,62.9973,53.7859,56.42,oos,MSP,0.25,0.6,4
57.4808,58.4108,57.5273,53.99,banking,DeepUnk,0.25,0.4,1
63.7911,79.5952,66.4251,72.93,stackoverflow,OpenMax,0.25,0.6,1
53.6525,62.821999999999996,53.8876,56.28,oos,MSP,0.25,0.8,4
86.2903,93.1452,88.5753,90.29,snips,ADB,0.25,0.8,2
60.5898,70.915,61.1061,64.61,banking,DeepUnk,0.25,0.6,1
50.1228,54.7131,50.2405,49.86,oos,MSP,0.25,1.0,4
56.6216,67.6941,58.467,61.42,stackoverflow,OpenMax,0.25,0.8,1
87.0805,93.9182,89.3597,91.29,snips,ADB,0.25,1.0,2
78.2315,22.0872,74.7225,68.65,stackoverflow,DOC,0.75,0.4,1
60.9867,71.2076,61.4977,64.94,banking,DeepUnk,0.25,0.8,1
75.5228,72.3267,75.4808,72.02,oos,MSP,0.5,0.2,4
59.8862,68.1742,60.3006,62.4,banking,DeepUnk,0.25,1.0,1
86.2307,70.4331,83.0712,77.57,snips,ADB,0.5,0.2,2
58.4638,70.7172,60.506,64.13,stackoverflow,OpenMax,0.25,1.0,1
74.1189,66.2343,74.0151,68.21,oos,MSP,0.5,0.4,4
65.0807,37.0407,64.3617,54.22,banking,DeepUnk,0.5,0.2,1
78.6075,76.9558,78.4573,76.67,stackoverflow,OpenMax,0.5,0.2,1
71.2317,50.3851,70.6972,62.05,banking,DeepUnk,0.5,0.4,1
71.4719,58.4503,71.3006,63.35,oos,MSP,0.5,0.6,4
77.52,8.7546,73.2221,67.15,stackoverflow,DOC,0.75,0.6,1
79.2576,77.9843,79.1419,77.95,stackoverflow,OpenMax,0.5,0.4,1
71.98,49.1308,71.3941,61.75,banking,DeepUnk,0.5,0.6,1
87.28399999999998,73.4317,84.5135,79.43,snips,ADB,0.5,0.4,2
72.1889,48.8007,71.5892,61.88,banking,DeepUnk,0.5,0.8,1
70.3041,53.5466,70.0836,60.6,oos,MSP,0.5,0.8,4
87.3884,72.8625,84.4832,79.14,snips,ADB,0.5,0.6,2
81.5314,81.4388,81.523,80.98,stackoverflow,OpenMax,0.5,0.6,1
74.5373,55.7464,74.0555,65.94,banking,DeepUnk,0.5,1.0,1
79.7164,21.2885,76.0646,69.72,stackoverflow,DOC,0.75,0.8,1
87.0602,73.1618,84.2806,79.14,snips,ADB,0.5,0.8,2
75.8972,28.6829,75.097,67.14,banking,DeepUnk,0.75,0.2,1
69.2779,48.9209,69.0101,58.12,oos,MSP,0.5,1.0,4
74.4915,63.0247,73.4491,68.48,stackoverflow,OpenMax,0.5,0.8,1
87.2745,73.1978,84.4592,79.29,snips,ADB,0.5,1.0,2
82.8248,68.9886,82.7023,77.09,oos,MSP,0.75,0.2,4
80.7311,36.5877,79.9829,72.27,banking,DeepUnk,0.75,0.4,1
87.2298,53.4091,81.593,76.57,snips,ADB,0.75,0.2,2
79.6648,77.3022,79.45,77.95,stackoverflow,OpenMax,0.5,1.0,1
81.83800000000002,59.062,81.6364,73.49,oos,MSP,0.75,0.4,4
86.9448,44.6541,79.8963,74.86,snips,ADB,0.75,0.4,2
80.8316,34.6693,77.9465,72.3,stackoverflow,DOC,0.75,1.0,1
81.9384,38.1302,81.1959,73.28,banking,DeepUnk,0.75,0.6,1
64.8664,2.8112,44.1813,30.71,snips,DOC,0.25,0.2,1
86.1161,73.1429,85.3053,82.03,stackoverflow,OpenMax,0.75,0.2,1
62.0465,2.0202,42.0378,30.14,snips,DOC,0.25,0.4,1
64.6839,7.767,45.7116,32.14,snips,DOC,0.25,0.6,1
62.0465,2.0202,42.0378,30.14,snips,DOC,0.25,0.8,1
82.3289,59.6176,82.1279,74.02,oos,MSP,0.75,0.6,4
64.8091,3.9841,44.5341,31.0,snips,DOC,0.25,1.0,1
86.5736,41.8006,79.1115,74.0,snips,ADB,0.75,0.6,2
86.5969,71.5475,85.6563,82.15,stackoverflow,OpenMax,0.75,0.4,1
85.5558,60.4423,80.5331,76.43,snips,DOC,0.5,0.2,1
83.4688,42.2282,82.7698,75.19,banking,DeepUnk,0.75,0.8,1
87.3555,67.907,83.4658,80.0,snips,DOC,0.5,0.4,1
80.8683,44.4444,73.5835,69.86,snips,DOC,0.5,0.6,1
86.664,46.3415,79.9436,74.86,snips,ADB,0.75,0.8,2
86.3174,68.3744,85.196,81.27,stackoverflow,OpenMax,0.75,0.6,1
89.0079,73.3032,85.867,82.86,snips,DOC,0.5,0.8,1
81.1635,52.1954,80.9071,71.3,oos,MSP,0.75,0.8,4
83.579,39.8897,82.8385,74.97,banking,DeepUnk,0.75,1.0,1
40.7368,37.4053,40.6514,36.7,oos,DeepUnk,0.25,0.2,1
88.3392,69.6262,84.5966,81.14,snips,DOC,0.5,1.0,1
56.7963,76.3878,57.2986,68.39,oos,DeepUnk,0.25,0.4,1
58.6988,77.1583,59.1721,69.3,oos,DeepUnk,0.25,0.6,1
91.0514,61.4379,86.1158,83.14,snips,DOC,0.75,0.2,1
86.36200000000002,68.5677,85.2499,81.52,stackoverflow,OpenMax,0.75,0.8,1
65.2079,84.1268,65.693,77.32,oos,DeepUnk,0.25,0.8,1
90.2143,52.518,83.9316,80.86,snips,DOC,0.75,0.4,1
55.1243,74.0119,55.6086,65.82,oos,DeepUnk,0.25,1.0,1
61.5272,44.5984,61.3044,52.91,oos,DeepUnk,0.5,0.2,1
91.211,56.4286,85.414,82.43,snips,DOC,0.75,0.6,1
80.7778,48.2166,80.4897,70.0,oos,MSP,0.75,1.0,4
69.5466,66.4449,69.5058,66.49,oos,DeepUnk,0.5,0.4,1
47.505,16.866,42.3985,29.55,stackoverflow,MSP,0.25,0.2,4
49.6359,21.3144,44.9157,31.8,stackoverflow,MSP,0.25,0.4,4
85.6208,63.762,84.2546,79.85,stackoverflow,OpenMax,0.75,1.0,1
52.111999999999995,20.9569,46.9195,31.75,stackoverflow,MSP,0.25,0.6,4
71.6515,70.5338,71.6368,69.89,oos,DeepUnk,0.5,0.6,1
87.0211,47.2393,80.3908,75.43,snips,ADB,0.75,1.0,2
91.3077,57.1429,85.6136,82.71,snips,DOC,0.75,0.8,1
66.1514,37.4172,56.5733,46.0,snips,OpenMax,0.25,0.2,1
47.1409,16.1789,41.9805,29.6,stackoverflow,MSP,0.25,0.8,4
64.6735,27.7193,52.3555,41.14,snips,OpenMax,0.25,0.4,1
68.5945,85.2688,69.4282,79.09,banking,ADB,0.25,0.2,3
46.6659,18.7362,42.011,30.88,stackoverflow,MSP,0.25,1.0,4
68.737,83.4014,69.4703,77.21,banking,ADB,0.25,0.4,3
74.9894,75.2102,74.9923,73.93,oos,DeepUnk,0.5,0.8,1
66.8437,43.2985,64.7032,57.13,stackoverflow,MSP,0.5,0.2,4
90.2641,47.7273,83.1746,80.14,snips,DOC,0.75,1.0,1
64.6819,28.9199,52.7612,41.71,snips,OpenMax,0.25,0.6,1
69.8998,84.0538,70.6075,78.15,banking,ADB,0.25,0.6,3
67.9013,46.9106,65.993,59.28,stackoverflow,MSP,0.5,0.4,4
52.2181,63.4202,52.7782,56.56,banking,DOC,0.25,0.2,2
70.4868,84.1472,71.1699,78.31,banking,ADB,0.25,0.8,3
64.5366,26.8551,51.9761,40.86,snips,OpenMax,0.25,0.8,1
55.7276,67.9349,56.338,61.49,banking,DOC,0.25,0.4,2
75.756,76.6267,75.7675,75.11,oos,DeepUnk,0.5,1.0,1
66.9021,37.4312,64.2229,55.32,stackoverflow,MSP,0.5,0.6,4
52.67,57.8393,52.9284,53.73,banking,DOC,0.25,0.6,2
71.9051,84.6006,72.5399,78.99,banking,ADB,0.25,1.0,3
68.4702,42.266999999999996,66.0881,57.67,stackoverflow,MSP,0.5,0.8,4
75.0332,45.7004,74.7736,65.19,oos,DeepUnk,0.75,0.2,1
63.3159,26.8078,51.1465,40.71,snips,OpenMax,0.25,1.0,1
59.7934,69.8378,60.2956,63.93,banking,DOC,0.25,0.8,2
67.8286,65.2757,67.7632,65.29,banking,ADB,0.5,0.2,3
68.7434,47.0988,66.7757,59.93,stackoverflow,MSP,0.5,1.0,4
90.9969,82.2811,89.2538,87.29,snips,OpenMax,0.5,0.2,1
80.3176,67.7419,80.2063,75.11,oos,DeepUnk,0.75,0.4,1
54.9679,60.4665,55.2428,55.97,banking,DOC,0.25,1.0,2
79.8157,45.2599,77.656,72.75,stackoverflow,MSP,0.75,0.2,4
76.3533,75.8143,76.3395,75.45,banking,ADB,0.5,0.4,3
66.8879,65.8371,66.861,65.26,banking,DOC,0.5,0.2,2
81.5267,49.2863,79.5117,74.62,stackoverflow,MSP,0.75,0.4,4
82.2859,70.5419,82.182,77.28,oos,DeepUnk,0.75,0.6,1
90.5996,79.5789,88.3954,86.0,snips,OpenMax,0.5,0.4,1
87.1643,62.53100000000001,82.2376,78.29,snips,OpenMax,0.5,0.6,1
77.75399999999998,76.7598,77.7286,76.59,banking,ADB,0.5,0.6,3
75.6658,70.5572,75.5348,72.18,banking,DOC,0.5,0.4,2
80.455,40.1133,77.9337,72.68,stackoverflow,MSP,0.75,0.6,4
83.07700000000001,71.3304,82.9731,78.0,oos,DeepUnk,0.75,0.8,1
73.6343,61.6736,73.3277,67.27,banking,DOC,0.5,0.6,2
79.0936,77.836,79.0613,77.86,banking,ADB,0.5,0.8,3
81.2972,45.7919,79.0781,74.22,stackoverflow,MSP,0.75,0.8,4
90.5759,79.0497,88.2707,85.86,snips,OpenMax,0.5,0.8,1
72.6162,52.0236,72.0882,62.79,banking,DOC,0.5,0.8,2
83.1215,70.6322,83.0109,77.88,oos,DeepUnk,0.75,1.0,1
38.9596,12.0058,34.4673,26.35,stackoverflow,DeepUnk,0.25,0.2,1
87.4726,64.3735,82.8528,79.14,snips,OpenMax,0.5,1.0,1
40.4913,11.1456,35.6004,26.23,stackoverflow,DeepUnk,0.25,0.4,1
79.6428,78.9144,79.6241,78.73,banking,ADB,0.5,1.0,3
72.839,51.242,72.2852,62.86,banking,DOC,0.5,1.0,2
40.9132,12.8053,36.2286,27.17,stackoverflow,DeepUnk,0.25,0.6,1
93.7205,77.6812,91.0473,89.0,snips,OpenMax,0.75,0.2,1
80.4982,37.2414,77.7946,72.55,stackoverflow,MSP,0.75,1.0,4
60.983999999999995,0.0,40.656,26.71,snips,MSP,0.25,0.2,4
61.4767,0.0,40.9844,26.71,snips,MSP,0.25,0.4,4
41.4211,14.6252,36.9551,27.97,stackoverflow,DeepUnk,0.25,0.8,1
61.9821,0.0,41.3214,26.71,snips,MSP,0.25,0.6,4
68.8655,51.7598,68.5756,65.36,banking,DOC,0.75,0.2,2
58.4854,0.0,38.9903,26.71,snips,MSP,0.25,0.8,4
78.0824,58.6121,77.7524,72.76,banking,ADB,0.75,0.2,3
60.2682,0.0,40.1788,26.71,snips,MSP,0.25,1.0,4
79.4086,5.1282,64.5525,56.86,snips,MSP,0.5,0.2,4
81.7707,1.3115,65.6788,56.71,snips,MSP,0.5,0.4,4
40.2798,18.6407,36.6733,29.9,stackoverflow,DeepUnk,0.25,1.0,1
80.3941,5.1282,65.3409,57.0,snips,MSP,0.5,0.6,4
64.1104,19.6408,60.0677,47.8,stackoverflow,DeepUnk,0.5,0.2,1
80.482,1.9608,64.7777,56.57,snips,MSP,0.5,0.8,4
79.7538,53.2138,79.304,73.12,banking,DOC,0.75,0.4,2
92.4091,69.4006,88.5744,86.0,snips,OpenMax,0.75,0.4,1
82.083,62.037,81.7433,76.75,banking,ADB,0.75,0.4,3
81.0323,1.3115,65.0882,56.43,snips,MSP,0.5,1.0,4
85.9012,3.7209,72.2045,69.43,snips,MSP,0.75,0.2,4
62.5358,23.9595,59.0288,49.55,stackoverflow,DeepUnk,0.5,0.4,1
86.4752,0.9434,72.2199,69.43,snips,MSP,0.75,0.4,4
86.3729,0.939,72.1339,69.29,snips,MSP,0.75,0.6,4
81.4117,51.6667,80.9075,74.64,banking,DOC,0.75,0.6,2
86.7553,1.8779,72.6091,69.71,snips,MSP,0.75,0.8,4
63.5955,28.359,60.3922,51.7,stackoverflow,DeepUnk,0.5,0.6,1
87.2725,1.8779,73.0401,69.86,snips,MSP,0.75,1.0,4
84.5406,64.1211,84.1946,79.09,banking,ADB,0.75,0.6,3
48.4123,52.9178,48.6376,47.99,banking,MSP,0.25,0.2,5
51.2716,43.6206,50.8891,43.77,banking,MSP,0.25,0.4,5
93.6483,73.0769,90.2197,87.86,snips,OpenMax,0.75,0.6,1
50.549,36.3381,49.8384,39.97,banking,MSP,0.25,0.6,5
65.12100000000001,27.649,61.7145,51.77,stackoverflow,DeepUnk,0.5,0.8,1
50.0365,36.2997,49.3497,40.36,banking,MSP,0.25,0.8,5
50.8057,35.9408,50.0625,40.19,banking,MSP,0.25,1.0,5
83.2861,53.6585,82.7839,76.62,banking,DOC,0.75,0.8,2
66.1145,56.5757,65.8699,61.49,banking,MSP,0.5,0.2,5
68.5883,44.1484,67.9616,57.99,banking,MSP,0.5,0.4,5
64.8541,24.3449,61.1714,50.77,stackoverflow,DeepUnk,0.5,1.0,1
71.6889,49.4434,71.1185,61.49,banking,MSP,0.5,0.6,5
85.6212,66.7544,85.3014,80.62,banking,ADB,0.75,0.8,3
75.9484,27.3816,72.913,67.27,stackoverflow,DeepUnk,0.75,0.2,1
93.6498,72.0257,90.0458,87.57,snips,OpenMax,0.75,0.8,1
83.5348,51.0676,82.9845,76.56,banking,DOC,0.75,1.0,2
69.9483,38.4693,69.1411,57.34,banking,MSP,0.5,0.8,5
63.7854,87.5596,64.395,80.58,oos,DOC,0.25,0.2,2
76.4964,25.5364,73.3114,67.85,stackoverflow,DeepUnk,0.75,0.4,1
69.6909,88.4459,70.1718,82.4,oos,DOC,0.25,0.4,2
91.7325,60.2837,86.491,83.71,snips,OpenMax,0.75,1.0,1
70.9916,41.2968,70.2302,58.77,banking,MSP,0.5,1.0,5
47.6413,88.3898,49.6788,81.2,banking,OpenMax,0.25,0.2,2
70.6623,88.1425,71.1105,82.21,oos,DOC,0.25,0.6,2
85.8948,66.8478,85.572,80.94,banking,ADB,0.75,1.0,3
78.4054,48.0899,77.8916,71.46,banking,MSP,0.75,0.2,5
67.4839,89.6522,68.5923,84.22,banking,OpenMax,0.25,0.4,2
77.1623,23.5049,73.8087,67.87,stackoverflow,DeepUnk,0.75,0.6,1
65.2543,82.5514,65.6978,75.35,oos,DOC,0.25,0.8,2
69.7234,88.5456,70.6645,83.15,banking,OpenMax,0.25,0.6,2
71.497,89.2424,71.952,83.81,oos,ADB,0.25,0.2,3
66.5536,86.713,67.5616,80.71,banking,OpenMax,0.25,0.8,2
81.8895,44.2478,81.2515,74.19,banking,MSP,0.75,0.4,5
74.6974,90.1919,75.0947,85.33,oos,ADB,0.25,0.4,3
68.1981,84.9315,68.6272,78.35,oos,DOC,0.25,1.0,2
70.8616,86.2053,71.6288,80.71,banking,OpenMax,0.25,1.0,2
74.4042,89.8119,74.7992,84.81,oos,ADB,0.25,0.6,3
73.4014,83.0854,73.5288,78.6,oos,DOC,0.5,0.2,2
16.0561,69.3631,17.4229,55.49,banking,OpenMax,0.5,0.2,2
82.6955,42.0552,82.0066,74.77,banking,MSP,0.75,0.6,5
72.0955,88.4971,72.516,83.0,oos,ADB,0.25,0.8,3
77.7096,21.2675,74.1819,67.98,stackoverflow,DeepUnk,0.75,0.8,1
33.3674,72.1684,34.3623,61.75,banking,OpenMax,0.5,0.4,2
75.9316,80.4174,75.9906,77.37,oos,DOC,0.5,0.4,2
75.5673,90.578,75.9522,85.89,oos,ADB,0.25,1.0,3
83.6416,42.577,82.9456,75.62,banking,MSP,0.75,0.8,5
51.2323,75.569,51.8563,68.54,banking,OpenMax,0.5,0.6,2
78.0918,81.7061,78.1393,79.14,oos,DOC,0.5,0.6,2
79.6317,86.05,79.7161,82.96,oos,ADB,0.5,0.2,3
77.8769,80.9798,77.9177,78.6,oos,DOC,0.5,0.8,2
69.1532,79.5794,69.4205,75.91,banking,OpenMax,0.5,0.8,2
78.0701,23.7849,74.6773,68.48,stackoverflow,DeepUnk,0.75,1.0,1
66.3326,65.3226,65.9959,63.0,snips,DeepUnk,0.25,0.2,1
71.5595,69.7917,70.9702,66.71,snips,DeepUnk,0.25,0.4,1
83.3518,33.4359,82.5058,74.29,banking,MSP,0.75,1.0,5
83.3783,88.0341,83.4396,85.56,oos,ADB,0.5,0.4,3
55.9697,70.7835,56.3495,63.18,oos,MSP,0.25,0.2,5
68.5271,65.2349,67.4297,63.0,snips,DeepUnk,0.25,0.6,1
51.1289,60.3238,51.3646,54.07,oos,MSP,0.25,0.4,5
72.0089,72.4968,72.1715,68.86,snips,DeepUnk,0.25,0.8,1
76.8161,78.6281,76.8399,76.67,oos,DOC,0.5,1.0,2
50.89100000000001,59.2239,51.1046,53.23,oos,MSP,0.25,0.6,5
67.6619,69.5201,68.2813,66.43,snips,DeepUnk,0.25,1.0,1
86.3161,65.6109,82.1751,78.29,snips,DeepUnk,0.5,0.2,1
74.8347,80.6601,74.9841,78.25,banking,OpenMax,0.5,1.0,2
49.7927,53.6773,49.8923,48.96,oos,MSP,0.25,0.8,5
88.0731,73.1915,85.0968,81.86,snips,DeepUnk,0.5,0.4,1
79.332,77.7006,79.3176,78.25,oos,DOC,0.75,0.2,2
84.5658,88.7909,84.6214,86.49,oos,ADB,0.5,0.6,3
49.338,53.5365,49.4457,48.81,oos,MSP,0.25,1.0,5
8.5841,40.8625,9.1312,28.77,banking,OpenMax,0.75,0.2,2
89.1553,75.9494,86.5141,83.57,snips,DeepUnk,0.5,0.6,1
73.2551,71.7532,73.2353,71.32,oos,MSP,0.5,0.2,5
87.1382,69.9115,83.6929,80.29,snips,DeepUnk,0.5,0.8,1
82.8133,76.9231,82.7612,79.75,oos,DOC,0.75,0.4,2
70.5332,61.7231,70.4173,65.16,oos,MSP,0.5,0.4,5
84.2911,58.7952,79.1919,75.29,snips,DeepUnk,0.5,1.0,1
88.6077,51.9737,82.5021,79.0,snips,DeepUnk,0.75,0.2,1
35.8216,45.7001,35.98900000000001,43.08,banking,OpenMax,0.75,0.4,2
85.3211,89.1119,85.37100000000002,86.96,oos,ADB,0.5,0.8,3
69.0713,56.5852,68.907,62.12,oos,MSP,0.5,0.6,5
89.5397,62.908,85.101,82.0,snips,DeepUnk,0.75,0.4,1
88.074,48.1356,81.4176,78.0,snips,DeepUnk,0.75,0.6,1
69.9608,57.7143,69.7996,62.98,oos,MSP,0.5,0.8,5
84.1717,77.8986,84.1162,81.0,oos,DOC,0.75,0.6,2
30.6627,44.5925,30.8988,40.55,banking,OpenMax,0.75,0.6,2
88.3137,44.6809,81.0416,77.57,snips,DeepUnk,0.75,0.8,1
85.2533,88.855,85.3007,86.74,oos,ADB,0.5,1.0,3
88.7337,52.459,82.6879,79.14,snips,DeepUnk,0.75,1.0,1
67.7157,50.3659,67.4875,58.81,oos,MSP,0.5,1.0,5
43.2146,26.6272,42.3852,33.7,banking,DeepUnk,0.25,0.2,2
46.7672,42.5276,46.5552,42.95,banking,DeepUnk,0.25,0.4,2
85.1287,78.065,85.0662,81.67,oos,DOC,0.75,0.8,2
82.7765,74.2439,82.70100000000002,79.04,oos,MSP,0.75,0.2,5
47.7225,42.1335,47.44300000000001,42.69,banking,DeepUnk,0.25,0.6,2
55.3564,50.3994,55.2724,55.32,banking,OpenMax,0.75,0.8,2
50.7321,50.6971,50.7303,48.7,banking,DeepUnk,0.25,0.8,2
84.7671,81.0623,84.7343,82.96,oos,ADB,0.75,0.2,3
50.1036,50.0477,50.1008,48.08,banking,DeepUnk,0.25,1.0,2
84.0295,71.1785,83.9158,78.72,oos,MSP,0.75,0.4,5
63.7792,29.5945,62.9026,51.56,banking,DeepUnk,0.5,0.2,2
68.3748,48.0406,67.8534,59.87,banking,DeepUnk,0.5,0.4,2
84.9867,76.5175,84.9117,81.0,oos,DOC,0.75,1.0,2
82.7662,64.9653,82.6086,75.98,oos,MSP,0.75,0.6,5
39.9491,23.4493,37.1991,31.75,stackoverflow,DOC,0.25,0.2,2
72.5081,59.7216,72.1803,66.4,banking,DeepUnk,0.5,0.6,2
86.3991,81.532,86.3561,84.07,oos,ADB,0.75,0.4,3
48.7021,50.474,48.9974,47.77,stackoverflow,DOC,0.25,0.4,2
71.227,56.3465,70.9748,66.36,banking,OpenMax,0.75,1.0,2
74.3634,61.3787,74.0304,67.92,banking,DeepUnk,0.5,0.8,2
21.4639,90.1634,23.2254,82.58,oos,OpenMax,0.25,0.2,2
81.9583,59.2484,81.7573,73.82,oos,MSP,0.75,0.8,5
49.6157,44.6754,48.7923,44.22,stackoverflow,DOC,0.25,0.6,2
58.6145,93.1453,59.4999,88.32,oos,OpenMax,0.25,0.4,2
51.3079,39.6971,49.3728,41.32,stackoverflow,DOC,0.25,0.8,2
69.3799,94.28,70.0183,90.4,oos,OpenMax,0.25,0.6,2
87.3665,82.1523,87.3203,84.84,oos,ADB,0.75,0.6,3
74.8231,63.3925,74.53,69.12,banking,DeepUnk,0.5,1.0,2
52.9818,43.8154,51.4541,43.95,stackoverflow,DOC,0.25,1.0,2
81.7443,57.6523,81.5311,73.23,oos,MSP,0.75,1.0,5
41.8752,29.5978,39.829,35.6,stackoverflow,MSP,0.25,0.2,5
78.2469,95.4023,78.6868,92.42,oos,OpenMax,0.25,0.8,2
45.8901,26.7329,42.6972,34.35,stackoverflow,MSP,0.25,0.4,5
74.5892,26.2997,73.7708,65.97,banking,DeepUnk,0.75,0.2,2
45.9607,28.7063,43.0849,35.47,stackoverflow,MSP,0.25,0.6,5
65.9794,44.3951,64.0172,56.88,stackoverflow,DOC,0.5,0.2,2
44.0521,18.4374,39.783,30.75,stackoverflow,MSP,0.25,0.8,5
78.8024,34.5018,78.0515,70.23,banking,DeepUnk,0.75,0.4,2
80.8716,95.7305,81.2526,93.02,oos,OpenMax,0.25,1.0,2
46.2942,27.4525,43.1539,35.12,stackoverflow,MSP,0.25,1.0,5
68.1886,48.6145,66.4092,60.6,stackoverflow,MSP,0.5,0.2,5
65.6627,39.4519,63.2799,55.52,stackoverflow,DOC,0.5,0.4,2
11.5447,76.6819,12.4018,63.21,oos,OpenMax,0.5,0.2,2
88.2568,83.363,88.2135,85.88,oos,ADB,0.75,0.8,3
67.3541,42.4227,65.0876,58.03,stackoverflow,MSP,0.5,0.4,5
81.7698,46.4765,81.1716,74.16,banking,DeepUnk,0.75,0.6,2
64.5933,28.9298,61.3511,52.08,stackoverflow,DOC,0.5,0.6,2
67.4304,36.1038,64.5825,56.07,stackoverflow,MSP,0.5,0.6,5
42.5866,81.4017,43.0973,72.42,oos,OpenMax,0.5,0.4,2
69.3942,43.5306,67.043,59.17,stackoverflow,MSP,0.5,0.8,5
62.7993,15.5899,58.5075,47.72,stackoverflow,DOC,0.5,0.8,2
81.8856,44.5957,81.2535,73.99,banking,DeepUnk,0.75,0.8,2
62.563,85.2783,62.8619,79.33,oos,OpenMax,0.5,0.6,2
68.12,41.5882,65.708,58.48,stackoverflow,MSP,0.5,1.0,5
81.596,49.4697,79.5881,74.45,stackoverflow,MSP,0.75,0.2,5
64.1552,23.4036,60.4505,50.45,stackoverflow,DOC,0.5,1.0,2
62.8353,85.3938,63.1321,79.63,oos,OpenMax,0.5,0.8,2
82.9542,47.3118,82.3501,75.1,banking,DeepUnk,0.75,1.0,2
41.893,49.5688,42.0898,44.51,oos,DeepUnk,0.25,0.2,2
82.3883,46.8371,80.1664,75.05,stackoverflow,MSP,0.75,0.4,5
88.7825,83.5722,88.7364,86.32,oos,ADB,0.75,1.0,3
58.5082,76.6149,58.9725,68.7,oos,DeepUnk,0.25,0.4,2
77.2615,38.8213,74.859,69.68,stackoverflow,DOC,0.75,0.2,2
53.7123,72.5205,54.1945,64.11,oos,DeepUnk,0.25,0.6,2
73.7788,90.1902,76.514,85.57,stackoverflow,ADB,0.25,0.2,3
78.1891,92.4081,80.559,88.62,stackoverflow,ADB,0.25,0.4,3
65.3437,82.8387,65.7923,75.91,oos,DeepUnk,0.25,0.8,2
81.9277,41.4781,79.3996,73.93,stackoverflow,MSP,0.75,0.6,5
80.13,93.293,82.3238,89.85,stackoverflow,ADB,0.25,0.6,3
77.8204,29.9844,74.8307,68.95,stackoverflow,DOC,0.75,0.4,2
66.4362,84.1816,66.8912,77.47,oos,DeepUnk,0.25,1.0,2
62.3294,47.8974,62.1395,54.49,oos,DeepUnk,0.5,0.2,2
79.1367,89.5758,79.274,86.25,oos,OpenMax,0.5,1.0,2
79.0026,92.4089,81.237,88.7,stackoverflow,ADB,0.25,0.8,3
69.7729,66.9236,69.7355,66.86,oos,DeepUnk,0.5,0.4,2
82.3809,39.5122,79.7016,73.97,stackoverflow,MSP,0.75,0.8,5
72.262,70.8906,72.2439,70.28,oos,DeepUnk,0.5,0.6,2
80.3839,93.1775,82.5161,89.78,stackoverflow,ADB,0.25,1.0,3
9.2976,59.5799,9.7426,44.3,oos,OpenMax,0.75,0.2,2
76.9262,24.8625,73.6722,68.53,stackoverflow,DOC,0.75,0.6,2
83.9251,86.8731,84.1931,85.42,stackoverflow,ADB,0.5,0.2,3
